User-ID,bookId,Book-Rating
36836,31316,1
36836,4055,1
36836,5220,1
36836,37819,1
36836,25051,1
36836,31115,1
36836,12230,1
36836,3476,1
36836,23793,1
36836,5213,1
36836,5191,1
36836,30933,1
36836,21484,1
36836,42989,1
36836,5171,1
36836,5176,1
36836,18879,1
36836,18878,1
36836,12468,1
36836,5186,1
36836,5187,1
36836,3107,1
36836,38913,1
36836,1845,1
36836,5205,1
36836,16200,1
36836,19290,1
36836,29470,1
36836,25109,1
36836,2265,1
36836,21783,1
36836,106,1
36836,5168,1
36836,3478,1
36836,44749,1
36836,32096,1
36836,31462,1
36836,10617,1
36836,11780,1
36836,2873,1
36836,36397,1
36836,1296,1
36836,40625,1
36836,35088,1
36836,42692,1
36836,42691,1
36836,42697,1
36836,34869,1
36836,5203,1
36836,12844,1
36836,357,1
36836,37624,1
36836,33075,1
36836,30852,1
36836,17188,1
36836,12914,1
36836,2176,1
36836,44255,1
36836,3388,1
36836,27397,1
36836,2226,1
36836,14748,1
36836,10910,1
36836,5174,1
36836,6613,1
36836,8853,1
36836,43895,1
36836,27523,1
36836,39849,1
36836,23438,1
36839,5176,1
36879,1845,1
36907,5220,1
36907,2654,5
36907,37819,5
36907,44559,1
36907,37435,1
36907,38739,5
36907,5191,2
36907,7337,1
36907,5942,1
36907,17650,5
36907,35350,5
36907,5205,1
36907,4,5
36907,9418,1
36907,11346,1
36907,5203,5
36907,15836,1
36907,27451,5
36907,27999,5
36907,13932,1
36907,34318,5
36918,5942,2
36931,35308,4
36938,14249,4
36938,9820,5
36938,10890,5
36952,32502,4
36973,18728,4
36978,27523,1
37019,5203,1
37022,29900,1
37030,14249,1
37030,30755,1
37083,43824,4
37129,1869,5
37145,5211,4
37147,37435,5
37147,11767,1
37149,22297,4
37159,14249,1
37164,9789,5
37168,41810,5
37197,11486,5
37208,37074,4
37208,37076,4
37208,37339,4
37208,6854,4
37208,6858,4
37208,6424,4
37208,15438,3
37208,37072,4
37208,15881,4
37208,9789,3
37221,5176,3
37224,33734,4
37227,5203,5
37235,22026,1
37239,15438,1
37288,27537,1
37293,16685,1
37293,354,4
37293,43335,4
37293,11604,2
37293,41489,4
37293,43331,4
37310,2819,1
37310,3388,3
37311,14249,5
37311,14896,4
37311,5191,5
37311,40929,5
37311,8646,3
37311,9282,1
37311,43933,1
37311,32507,3
37311,7510,3
37311,22198,1
37320,7510,5
37334,3853,4
37338,14249,1
37338,5168,5
37346,19802,5
37350,3471,4
37379,9789,1
37381,19672,1
37383,40929,5
37400,31072,1
37400,32915,1
37400,10802,1
37400,3711,1
37400,9591,5
37400,17178,1
37400,18133,1
37400,11449,1
37400,249,3
37400,31813,1
37400,30561,1
37400,4954,3
37400,29209,1
37400,10563,1
37420,37304,3
37433,14748,1
37447,35308,4
37447,19670,4
37454,37435,1
37454,6854,5
37454,6422,1
37454,14345,1
37454,5203,4
37454,7603,1
37474,5187,1
37493,7515,1
37493,43342,1
37493,40020,1
37504,5219,1
37511,5720,5
37512,34506,4
37512,4654,1
37512,24984,1
37512,9539,1
37512,35231,3
37512,13890,3
37512,7967,4
37527,4997,1
37538,22656,1
37538,16059,1
37538,10541,5
37538,5159,1
37538,28272,1
37538,33075,4
37538,40189,5
37538,43980,5
37538,1618,5
37538,4954,4
37538,4267,5
37540,19163,1
37556,15096,4
37556,44543,1
37556,3711,5
37556,16200,1
37556,33933,1
37556,5168,1
37556,15104,1
37556,41219,5
37560,5168,1
37567,44521,5
37567,6691,1
37567,22656,1
37567,6184,1
37567,10545,1
37567,3711,1
37567,11728,1
37567,41996,1
37567,22649,1
37567,29209,1
37573,7062,1
37573,24984,1
37573,28695,1
37573,10084,4
37577,32508,5
37583,18194,3
37583,27689,1
37584,7035,4
37584,7061,4
37605,18943,4
37605,32814,1
37605,44229,1
37605,21683,5
37623,32438,3
37623,13143,1
37644,18943,4
37644,15595,3
37644,1382,4
37644,24761,1
37644,14358,1
37644,23521,1
37644,18892,1
37644,1537,4
37644,5219,5
37644,18412,4
37644,2370,1
37644,6536,5
37644,18545,4
37649,14249,4
37691,22656,1
37691,18,1
37691,16442,1
37699,5176,5
37712,5207,5
37712,38030,1
37712,26931,1
37712,14249,5
37712,40145,1
37712,22656,1
37712,37554,4
37712,3359,4
37712,37435,5
37712,27003,1
37712,3649,1
37712,18844,5
37712,10222,1
37712,16033,1
37712,32370,4
37712,5191,1
37712,43781,1
37712,5197,1
37712,5186,1
37712,3107,1
37712,5205,4
37712,14300,1
37712,10912,1
37712,41451,1
37712,39031,1
37712,2122,4
37712,11389,1
37712,36397,1
37712,7724,1
37712,3102,1
37712,30248,1
37712,31302,1
37712,7135,1
37712,29981,4
37712,42691,1
37712,2095,1
37712,27451,4
37712,10914,1
37712,4599,1
37712,30292,1
37712,40630,4
37712,5211,5
37716,5211,5
37721,7967,1
37736,28926,4
37760,37435,4
37790,15806,3
37791,28881,1
37794,5187,1
37800,39031,4
37822,6858,1
37826,4953,1
37826,2265,1
37874,26,4
37874,5720,1
37874,5348,1
37874,38855,4
37874,18957,1
37916,5171,1
37925,14184,1
37945,5215,5
37950,6422,4
37950,6425,4
37950,32234,1
37950,34921,1
37950,36321,4
37950,36317,5
37950,29488,4
37950,4987,1
37950,17650,1
37950,34508,1
37950,3685,5
37950,30036,1
37950,13143,1
37950,5575,3
37950,17944,1
37950,18127,5
37950,10613,1
37950,18072,5
37950,10605,4
37950,10617,5
37950,42691,1
37950,6556,1
37950,15746,2
37950,5907,5
37950,5203,1
37950,10622,1
37950,11553,4
37950,12381,2
37950,27451,1
37950,9539,1
37950,35231,4
37950,13890,4
37950,15449,3
37950,13891,1
37950,24816,1
37950,28698,5
37950,28695,5
37968,42513,1
37968,5220,1
37968,19398,1
37968,5175,1
37968,15101,1
37968,5205,1
37968,34708,1
37968,34628,3
37968,33075,3
37968,18728,1
37974,33075,3
37974,32533,1
37974,7061,1
37989,37435,5
37989,15806,5
37989,3711,5
37989,18723,5
37989,1618,5
37997,9282,1
38005,18412,4
38005,1869,1
38015,14748,5
38016,3359,1
38023,33457,1
38023,25014,1
38023,39692,1
38023,33512,1
38023,21787,5
38023,5186,1
38023,3424,1
38023,15460,4
38023,21718,1
38023,33936,1
38023,5544,1
38023,7781,4
38023,43673,1
38023,43933,1
38023,38695,1
38023,17781,1
38023,15104,1
38023,11604,5
38023,2249,1
38023,40189,4
38023,4339,1
38023,44255,1
38023,33555,1
38023,2010,5
38023,1869,1
38023,3849,1
38023,42647,1
38023,7061,1
38023,29209,5
38026,14748,4
38029,43545,1
38034,33734,1
38064,3476,1
38071,3985,1
38076,23316,5
38091,31101,4
38116,13148,1
38176,42878,3
38176,24,1
38176,37536,4
38229,27252,1
38229,424,4
38229,30852,1
38250,43930,5
38250,7510,4
38250,32432,3
38254,5159,4
38254,1377,1
38262,14249,4
38273,6858,3
38273,6424,4
38273,5191,4
38273,367,5
38273,22028,3
38273,14785,4
38273,15157,3
38273,22076,3
38273,24813,5
38273,24816,5
38273,24814,5
38275,5196,4
38281,816,4
38281,2527,1
38281,5297,5
38281,29947,1
38281,15881,4
38281,9014,3
38281,827,4
38281,31361,5
38281,7968,4
38281,7971,4
38281,24441,4
38281,40304,4
38281,9534,4
38281,15880,4
38290,39359,1
38308,39933,1
38317,42647,1
38335,5213,1
38335,9282,4
38356,40020,5
38434,10915,1
38449,22489,1
38456,5191,1
38457,7515,4
38464,5220,1
38464,933,1
38464,6184,1
38464,2872,1
38464,16188,1
38464,16182,4
38464,16186,1
38464,31104,4
38471,27252,4
38524,7494,3
38537,5191,1
38544,22896,4
38544,43325,1
38544,3469,5
38544,43996,3
38544,11920,1
38555,10134,4
38556,8548,3
38556,28566,1
38556,14009,1
38601,32703,1
38609,15819,2
38639,21718,1
38654,43486,1
38654,35347,5
38659,19668,4
38660,6552,5
38661,10605,3
38665,42647,5
38669,7494,3
38679,18943,1
38679,5179,1
38703,37435,5
38703,2864,5
38703,29209,5
38718,6854,1
38718,5348,5
38762,32437,1
38762,35231,1
38781,37076,1
38781,35352,1
38781,43616,1
38781,30280,1
38781,35368,1
38781,15746,1
38781,43618,1
38781,43331,1
38802,22656,1
38802,27003,1
38802,30933,1
38802,7347,1
38802,3425,1
38802,13654,1
38802,32979,3
38811,6536,4
38818,5220,1
38818,5211,1
38821,27397,4
38887,33561,4
38887,32096,1
38899,5204,1
38904,21845,4
38933,18943,4
38933,4953,5
38933,30852,1
38933,5214,4
38933,14748,1
38933,12537,4
38950,18,1
38950,28692,1
38950,28695,1
38966,27451,1
38991,5348,4
38995,12528,1
38995,37435,5
38995,2864,1
38995,7603,1
38995,7061,5
39034,15859,4
39077,15676,5
39087,37435,5
39098,28860,3
39100,2265,5
39106,7681,4
39133,1618,4
39147,6854,1
39154,5168,4
39159,13141,1
39159,27451,1
39168,7494,3
39195,6562,1
39195,5203,1
39195,29209,1
39219,43340,5
39219,40020,4
39227,37722,4
39227,19668,5
39227,43933,4
39227,17214,5
39265,2723,3
39281,14248,1
39281,31316,5
39281,4055,1
39281,18943,1
39281,24727,1
39281,3476,1
39281,16035,1
39281,6551,1
39281,44543,1
39281,11157,1
39281,5190,1
39281,5176,1
39281,5160,1
39281,5158,1
39281,5186,1
39281,4953,1
39281,16059,1
39281,7531,5
39281,5175,1
39281,5187,1
39281,1845,5
39281,7510,4
39281,5168,5
39281,43342,1
39281,22680,1
39281,27999,3
39281,6150,1
39281,26187,1
39281,25191,3
39281,40020,1
39281,37630,5
39281,7061,1
39284,31260,4
39284,13891,1
39286,32686,4
39287,32443,4
39317,3445,3
39325,5215,3
39345,6184,1
39345,44821,5
39345,15859,5
39345,5348,1
39345,33807,1
39345,7510,1
39345,13162,4
39345,43360,1
39366,15348,1
39372,6424,1
39385,26,1
39385,5220,1
39385,5213,4
39396,24213,1
39396,45121,1
39396,14030,5
39396,2896,1
39396,9987,1
39396,10134,5
39400,24215,1
39400,28295,1
39440,43352,4
39441,5213,3
39441,7515,1
39441,41490,1
39453,22028,1
39453,35056,4
39453,249,1
39467,816,1
39467,5129,1
39467,37061,1
39467,447,5
39467,13037,1
39467,19075,5
39467,2187,5
39467,13,5
39467,43824,1
39467,3711,4
39467,36064,5
39467,18133,5
39467,11449,5
39467,15688,5
39467,11071,5
39467,28860,3
39467,4250,2
39488,669,3
39488,17022,5
39502,40530,3
39502,30379,3
39502,15157,1
39502,30368,1
39502,33439,1
39502,33445,1
39513,31366,1
39513,32530,1
39524,2872,4
39555,43342,4
39572,6854,1
39572,5211,4
39584,11670,1
39584,14249,1
39584,432,1
39584,37435,4
39584,23316,1
39584,5191,1
39584,5160,1
39584,2265,1
39584,5168,1
39584,15104,1
39584,998,1
39595,5220,5
39616,37435,1
39616,539,1
39616,31335,1
39616,10106,1
39616,12555,1
39616,17151,1
39616,19668,1
39616,15881,5
39616,8861,1
39616,4681,1
39616,15316,1
39616,43332,1
39616,43335,1
39616,2249,1
39616,40189,1
39616,3388,4
39616,31089,1
39616,19295,4
39616,41489,1
39616,11154,1
39616,7061,1
39616,16442,1
39616,33445,1
39623,2430,3
39633,5204,1
39646,5207,3
39646,42513,1
39646,5220,1
39646,2654,1
39646,14249,1
39646,3476,1
39646,4408,1
39646,5191,5
39646,22028,4
39646,5176,1
39646,4656,1
39646,22774,1
39646,40530,1
39646,21683,1
39646,21686,1
39646,19668,1
39646,15859,1
39646,5348,1
39646,9282,1
39646,5196,1
39646,13138,1
39646,3471,1
39646,7494,1
39646,33820,1
39646,5168,1
39646,6557,1
39646,6552,1
39646,15654,1
39646,17319,1
39646,3088,1
39646,34708,1
39646,43342,1
39646,25148,2
39646,2249,1
39646,2370,1
39646,8737,1
39646,8915,1
39646,18655,1
39646,6613,1
39646,1869,1
39646,7061,1
39646,29209,4
39649,15578,1
39662,45121,3
39662,15746,4
39662,41490,4
39664,5168,4
39675,6557,1
39692,933,4
39700,7664,1
39705,5191,5
39705,32433,1
39705,3471,5
39705,43352,1
39723,1709,1
39723,4953,5
39723,11441,5
39744,18646,4
39771,2898,3
39773,21823,1
39773,9282,1
39773,14003,1
39773,7664,1
39773,13812,1
39773,26187,5
39773,15453,1
39831,16685,1
39852,7579,4
39862,22656,5
39903,31366,5
39906,19668,3
39906,19670,4
39906,4682,1
39974,9539,1
39974,13890,1
39974,13891,1
39977,11771,1
40012,16352,1
40012,15497,4
40012,35088,1
40052,39045,3
40052,5168,1
40072,13141,4
40086,11380,1
40110,5196,1
40134,32443,1
40136,5191,4
40153,20234,4
40188,7062,4
40190,5187,1
40201,41490,1
40222,25190,1
40231,4965,1
40278,27880,1
40299,14748,3
40318,44543,1
40318,43933,5
40318,43996,5
40325,14249,1
40330,4953,5
40330,18545,4
40348,5191,1
40350,4953,4
40362,6854,4
40362,6422,4
40362,5575,3
40362,5204,1
40367,2743,1
40415,1709,5
40415,6424,1
40415,26289,1
40415,35786,4
40415,43933,1
40415,32507,3
40415,7510,3
40415,2873,1
40415,830,4
40415,2249,1
40415,31912,1
40415,38583,1
40446,11253,4
40446,44543,3
40446,6872,1
40476,6858,1
40476,5196,1
40499,5190,1
40504,43331,1
40505,34869,4
40518,5220,5
40553,12609,1
40553,5186,1
40553,3471,1
40553,11486,4
40553,38210,1
40559,2265,1
40579,5204,1
40582,4657,4
40602,18646,4
40612,5158,1
40612,5168,4
40617,29,1
40640,18943,1
40644,5168,1
40647,2222,4
40647,22,1
40680,14748,5
40707,31260,5
40748,19668,1
40748,32275,4
40748,40364,1
40772,42647,1
40790,13,1
40798,3825,1
40798,40364,1
40800,15836,4
40813,32443,4
40838,5207,4
40838,37435,1
40838,5214,1
40838,7061,3
40863,37077,1
40885,10285,4
40888,5575,5
40889,5191,1
40889,5171,1
40889,32241,1
40889,1845,1
40889,32428,3
40889,18564,1
40889,5348,1
40889,5196,1
40889,43933,4
40889,43930,1
40889,30385,1
40889,13141,1
40889,3471,5
40889,44630,1
40889,43927,1
40889,17781,5
40889,30364,1
40889,32432,4
40889,5203,1
40889,29624,1
40889,2249,1
40889,18427,1
40889,43618,1
40889,11525,5
40889,27170,1
40889,32703,1
40889,33734,3
40889,2743,5
40914,23226,1
40914,28940,4
40914,7531,4
40914,7530,1
40914,41951,1
40914,27451,1
40914,14748,1
40914,31101,4
40914,31104,4
40914,2743,1
40922,13146,3
40922,4693,3
40928,11627,1
40934,45121,1
40937,5187,1
40943,23226,1
40943,9298,1
40943,5220,1
40943,18943,1
40943,34506,1
40943,7909,5
40943,44331,1
40943,19448,1
40943,37435,1
40943,2956,1
40943,38346,1
40943,22188,1
40943,5364,5
40943,32428,1
40943,5159,1
40943,12725,1
40943,103,1
40943,30380,1
40943,30349,1
40943,30362,1
40943,30363,1
40943,3471,1
40943,30361,1
40943,5168,1
40943,5204,1
40943,11346,1
40943,17781,1
40943,38601,1
40943,30351,1
40943,38511,1
40943,38517,1
40943,30391,1
40943,30376,1
40943,38536,1
40943,30387,1
40943,31366,1
40943,30353,1
40943,30364,1
40943,19581,1
40943,3388,1
40943,14748,5
40943,31101,1
40943,30390,1
40943,6613,1
40943,1869,1
40943,31813,1
40943,31912,1
40943,43072,1
40943,24813,5
40943,30410,1
40943,30382,1
40943,30398,1
40943,2743,1
40945,9789,1
40958,31813,1
41013,30379,5
41024,24001,1
41056,32096,1
41057,6858,1
41057,6425,1
41057,19685,1
41057,4681,1
41057,5066,3
41057,28209,1
41057,31366,1
41057,42389,1
41058,13146,5
41058,32446,5
41080,14785,1
41080,9282,3
41081,43486,2
41084,7679,4
41084,6854,1
41084,6424,4
41084,36316,1
41084,28881,1
41084,32438,4
41084,32428,4
41084,32433,1
41084,43325,1
41084,10617,1
41084,45121,1
41084,11162,1
41084,43980,1
41084,32703,4
41084,43544,1
41086,6854,1
41086,16059,2
41086,7061,1
41095,5204,1
41103,4873,4
41103,36071,4
41105,3107,4
41111,13444,1
41123,15157,1
41147,34301,1
41155,6129,5
41177,6194,1
41177,37435,3
41177,10514,1
41177,18667,1
41177,7061,4
41177,38210,1
41192,1618,5
41192,23791,1
41205,22321,4
41227,28699,1
41243,23584,3
41245,18943,5
41245,32234,4
41324,42615,1
41324,28001,3
41343,14249,5
41343,41490,1
41348,5191,1
41348,41490,1
41359,14249,1
41364,3061,1
41364,1869,5
41392,5203,1
41392,32262,1
41395,23700,1
41395,5219,1
41403,3711,1
41403,37380,3
41405,43841,4
41425,37819,4
41425,771,1
41425,5471,4
41429,11346,4
41449,18353,5
41449,10507,1
41449,27252,1
41449,15101,2
41449,2811,5
41449,2873,4
41449,27298,4
41455,43932,1
41455,43545,3
41455,13143,3
41455,43996,1
41455,32426,2
41455,28570,1
41455,7958,3
41455,7966,2
41486,18517,4
41536,5171,4
41536,7061,1
41557,25177,1
41574,41555,4
41578,41951,1
41580,26784,3
41589,31226,4
41589,19672,3
41589,19688,3
41589,19683,3
41602,34301,1
41604,43352,5
41634,13138,1
41634,13146,1
41644,31373,5
41646,43488,1
41646,7061,5
41654,15101,1
41658,7061,5
41667,4682,1
41676,3421,5
41687,43348,4
41698,2896,1
41700,22718,5
41718,3509,1
41750,15104,4
41751,18072,5
41757,38739,5
41757,43352,3
41757,41489,1
41757,43331,3
41757,7603,1
41760,20234,5
41763,41490,4
41781,6424,1
41781,31260,5
41781,5190,1
41781,43661,1
41781,32424,5
41781,5348,1
41781,43325,1
41781,30362,1
41781,15157,4
41781,7494,1
41781,7510,1
41781,15746,5
41781,32437,1
41781,23322,5
41781,7061,3
41781,19795,5
41796,11286,5
41799,31351,5
41811,41951,5
41831,11486,5
41841,43059,1
41841,4273,4
41841,3476,4
41841,26289,1
41841,5176,3
41841,4953,1
41841,19707,1
41841,19684,1
41841,2265,1
41841,43930,1
41841,4683,4
41841,5168,1
41841,17944,1
41841,19178,1
41841,19437,1
41841,19432,1
41841,7089,1
41841,5203,1
41841,44644,4
41841,31089,1
41841,22,1
41841,5211,1
41841,7035,1
41842,33512,3
41842,5204,1
41875,5168,4
41892,5187,1
41897,6613,2
41897,15452,2
41910,37435,5
41911,31626,3
41974,5203,1
41974,25148,4
41980,24875,4
42024,3711,1
42025,10507,4
42025,36161,3
42072,5167,1
42072,43459,1
42093,42143,4
42093,6854,1
42093,6422,1
42093,6858,5
42093,6424,1
42093,24777,4
42093,14257,4
42093,24984,1
42093,2249,1
42093,399,1
42099,10285,5
42103,22076,1
42123,6552,1
42123,28570,4
42125,2654,5
42130,10174,4
42137,1869,5
42145,5176,1
42162,23521,4
42171,43933,4
42172,15806,1
42180,4965,5
42180,3107,1
42180,5211,4
42206,3469,4
42208,37435,5
42246,5168,5
42253,5211,1
42257,5168,4
42257,5204,4
42274,5167,1
42302,14248,4
42309,45312,1
42309,26187,2
42314,43342,1
42323,5220,1
42323,29325,3
42323,27009,4
42333,3088,5
42346,23966,4
42352,17290,4
42352,15859,3
42352,19687,3
42372,15859,5
42372,27523,1
42399,40051,1
42403,3471,5
42408,5196,5
42408,41951,4
42408,5203,2
42410,5197,3
42410,43933,4
42419,33774,1
42419,13254,1
42419,5203,4
42419,14748,4
42428,17116,1
42456,1991,1
42458,6424,5
42458,31260,4
42458,44229,1
42458,32137,1
42458,5575,1
42458,30280,1
42459,35308,1
42459,933,1
42459,15859,1
42459,43933,1
42459,6562,1
42459,11604,1
42463,355,1
42463,17214,4
42466,5220,1
42466,14249,1
42466,14349,1
42466,33175,1
42466,5205,1
42466,28877,5
42466,31490,1
42466,42647,1
42482,43335,4
42492,12349,1
42498,42513,5
42509,5203,5
42528,23793,5
42573,39363,4
42581,7603,5
42597,37435,4
42597,4656,1
42597,4682,1
42597,15746,5
42601,28977,1
42609,5168,4
42611,9789,5
42615,2873,1
42628,2864,1
42651,5220,4
42662,14248,1
42708,2872,5
42714,35088,4
42718,5213,5
42724,14748,1
42725,6536,1
42730,41219,5
42759,13146,4
42759,7510,5
42759,3849,3
42780,8089,5
42797,41219,1
42797,18723,1
42830,21152,4
42847,7515,4
42852,42693,1
42852,32432,4
42883,32443,1
42883,2249,1
42887,2873,1
42898,30597,1
42902,5168,4
42914,816,1
42914,264,1
42914,2179,1
42914,13519,1
42914,36315,1
42914,31335,5
42914,37722,1
42914,18072,1
42914,24213,1
42914,18750,1
42914,24056,1
42914,22076,1
42914,23920,1
42923,5168,1
42923,15452,4
42935,18405,5
42948,9282,5
42948,43996,5
42968,3476,1
42969,15316,4
42999,3471,1
43004,21719,1
43004,12555,1
43004,4953,4
43004,1111,5
43004,42589,4
43004,18957,1
43006,13649,4
43021,21782,1
43021,13149,4
43021,13143,1
43021,13146,5
43038,16059,5
43053,44184,1
43093,18646,1
43093,4408,4
43093,29209,5
43141,5186,1
43157,10613,5
43162,2249,5
43163,37435,5
43163,16035,1
43163,5176,1
43163,5168,5
43163,5219,1
43163,5203,1
43164,5191,3
43173,27577,5
43235,2896,1
43242,9363,3
43246,5220,1
43246,25014,1
43246,15096,1
43246,14249,5
43246,18943,1
43246,1424,1
43246,14566,3
43246,1171,1
43246,22656,1
43246,18646,1
43246,38346,5
43246,44543,1
43246,2528,1
43246,18518,1
43246,23316,5
43246,2187,1
43246,6854,1
43246,6422,5
43246,6858,1
43246,13254,1
43246,6424,3
43246,6425,1
43246,5190,4
43246,5171,4
43246,5176,5
43246,40051,1
43246,3711,1
43246,5186,1
43246,11535,1
43246,5175,1
43246,28881,1
43246,23919,1
43246,5187,1
43246,3107,1
43246,32428,1
43246,15859,4
43246,16441,1
43246,35334,1
43246,105,1
43246,3471,5
43246,15157,3
43246,13146,1
43246,30373,1
43246,5168,1
43246,3478,1
43246,5198,1
43246,2873,5
43246,14572,1
43246,31366,1
43246,31373,1
43246,5203,1
43246,28566,1
43246,2249,1
43246,5179,1
43246,44644,1
43246,40189,1
43246,43980,1
43246,31089,1
43246,33137,5
43246,43630,1
43246,5214,1
43246,41489,1
43246,14748,1
43246,18655,5
43246,7603,1
43246,27523,1
43246,33795,1
43246,4267,1
43246,40700,1
43272,10050,5
43282,6644,4
43282,5203,3
43320,4954,4
43323,8515,1
43328,20862,1
43341,24414,4
43359,27003,4
43359,355,1
43359,19670,1
43359,15502,1
43359,2153,5
43359,7958,1
43359,13986,5
43363,5,1
43364,3476,1
43397,44521,1
43404,2743,1
43418,4408,5
43425,14249,5
43426,5220,5
43428,8645,1
43436,5544,5
43436,2103,5
43466,2743,5
43468,5213,5
43470,14249,1
43481,3476,5
43481,5158,3
43481,5186,3
43481,5187,5
43481,8646,5
43505,31335,1
43529,7510,3
43575,5159,3
43576,9282,3
43595,30364,1
43595,22649,5
43619,5220,5
43619,15973,1
43619,5213,1
43619,5176,1
43619,5186,1
43619,5187,1
43619,32433,1
43619,15859,4
43619,5159,4
43619,5196,1
43619,3471,1
43619,4683,1
43619,13146,1
43619,5575,5
43619,5168,5
43619,43342,1
43619,5179,1
43619,18133,1
43619,6259,1
43619,5211,1
43633,17214,5
43642,35149,4
43652,5197,3
43681,5204,4
43687,5215,1
43687,5890,4
43687,2715,1
43687,37435,1
43687,3985,1
43687,6854,5
43687,28,3
43687,19685,1
43687,20868,1
43687,9363,5
43687,32446,1
43687,5203,1
43687,5179,4
43687,4599,1
43687,7035,1
43687,7061,3
43691,8954,1
43698,9908,1
43698,77,5
43708,2552,5
43754,5168,4
43777,28735,1
43806,37819,1
43806,31332,1
43806,5297,1
43806,34301,1
43806,41490,5
43806,43352,1
43806,42647,1
43806,2743,5
43842,5220,1
43842,14249,1
43842,4408,1
43842,151,1
43842,44543,1
43842,15312,1
43842,6424,5
43842,40328,1
43842,4657,1
43842,5160,1
43842,39045,1
43842,7531,3
43842,5157,1
43842,8646,1
43842,32438,1
43842,32433,1
43842,32443,1
43842,5159,1
43842,19580,1
43842,9681,1
43842,5196,1
43842,30379,1
43842,30363,1
43842,3471,5
43842,15157,1
43842,16450,1
43842,41951,1
43842,5094,1
43842,5216,1
43842,15974,3
43842,2872,1
43842,2430,1
43842,28562,1
43842,43342,1
43842,28570,5
43842,28564,1
43842,11557,5
43842,11549,1
43842,18427,1
43842,22076,1
43842,43995,1
43842,32703,1
43842,5211,1
43842,33735,1
43852,35088,3
43873,1845,4
43873,7061,1
43897,41490,4
43898,33774,1
43898,3476,1
43898,31101,3
43901,39031,4
43904,42647,1
43907,3985,5
43907,399,5
43909,32667,5
43910,5220,1
43910,2187,4
43910,16448,5
43910,5168,4
43910,16450,4
43910,31177,4
43910,27451,5
43910,10718,5
43910,14748,4
43910,31101,3
43910,29209,4
43920,43340,1
43925,29209,3
43941,5205,4
43955,2052,5
43962,29946,5
43962,40271,1
44017,43325,4
44021,39034,1
44021,41490,3
44046,816,1
44065,13143,1
44080,15157,1
44089,5191,1
44089,20867,3
44089,42933,1
44089,3420,1
44091,15746,3
44101,19685,1
44112,10050,1
44113,5168,3
44128,7510,4
44172,16059,1
44183,5168,3
44190,2819,5
44216,5203,4
44223,5219,5
44223,34053,1
44252,37420,5
44252,6422,3
44252,36321,5
44252,28468,5
44252,18127,5
44252,668,5
44252,2282,5
44252,9912,5
44252,32703,5
44252,2743,5
44264,1869,3
44271,15746,1
44280,41706,1
44296,42143,1
44296,15881,1
44296,13143,1
44296,7494,1
44296,22550,1
44296,28001,1
44296,38210,4
44297,2619,1
44297,2187,1
44297,25190,4
44297,38513,4
44297,15678,4
44307,15595,5
44343,5575,1
44359,24929,1
44362,4060,4
44373,8722,1
44375,5204,4
44389,21719,4
44389,5190,4
44421,5544,5
44435,14214,3
44435,5205,1
44438,10993,1
44438,7035,4
44450,43781,1
44467,34921,1
44470,5204,4
44475,3476,1
44480,6857,5
44481,5220,4
44535,2370,5
44539,5168,4
44566,27171,4
44590,31332,1
44590,28482,5
44590,28730,1
44595,354,1
44597,4267,5
44611,5213,5
44635,37435,1
44635,41538,5
44647,32435,1
44647,42933,1
44647,42929,1
44647,15157,1
44663,33667,4
44663,5348,4
44663,5575,1
44687,7510,5
44702,14003,5
44702,14009,5
44718,4953,5
44719,41424,5
44728,4273,4
44728,33512,1
44728,5191,1
44728,5186,1
44728,5175,1
44728,5187,1
44728,8646,1
44728,1845,1
44728,43545,1
44728,3471,1
44728,7494,5
44728,5168,1
44728,42691,1
44728,5179,1
44728,31089,1
44728,10910,1
44728,5174,1
44728,32703,1
44728,1869,1
44728,5211,1
44728,33734,1
44728,42573,1
44743,12468,1
44743,3711,1
44743,26064,1
44750,2187,4
44750,6854,4
44756,30165,1
44757,44866,1
44774,20868,1
44807,5191,5
44837,5213,4
44842,14748,4
44845,9418,5
44845,43268,5
44852,5220,3
44852,5213,1
44852,5191,4
44852,5197,4
44852,5158,4
44852,4953,4
44852,5205,3
44852,34301,4
44852,43933,4
44893,33455,4
44893,26,1
44893,3476,4
44893,11038,4
44893,5158,1
44893,4191,3
44893,28,4
44893,19681,1
44893,9416,1
44893,5167,1
44893,6793,4
44893,22,4
44893,31813,1
44893,13508,3
44925,10908,1
44925,6184,1
44925,24945,1
44925,6424,1
44925,31226,1
44925,5191,1
44925,40483,1
44925,4953,1
44925,10541,1
44925,10890,4
44925,24213,4
44932,32370,1
44932,2872,4
44932,2864,1
44953,9789,4
44961,3471,4
44985,5942,5
44987,15688,4
45014,19687,5
45033,5203,1
45060,5196,4
45061,40189,1
45068,32234,4
45078,14785,4
45078,13143,5
45107,5159,1
45107,5196,1
45114,32576,3
45116,44537,4
45119,30248,4
45122,40020,3
45133,3985,5
45155,27523,1
45174,17214,4
45184,9301,4
45230,42513,1
45230,35308,1
45248,5187,4
45255,13042,4
45291,26931,1
45297,37619,1
45302,4683,4
45315,5220,2
45315,17780,4
45315,32507,2
45315,13075,3
45315,24244,4
45315,32446,1
45340,15595,1
45359,19676,1
45383,45119,1
45383,43460,3
45383,43488,1
45391,5190,3
45391,2864,3
45391,18133,5
45395,16299,5
45409,37076,1
45409,22028,1
45409,7494,1
