BookID,Title,Author,5 stars,4 stars,3 stars,2 stars,1 star,Number of reviewers,Pages,Book format,Language,GenreLink,Series,PublishYear,isbn,Publisher,Image-URL-S,Image-URL-M,Image-URL-L
10617,The Bachman Books,"Richard Bachman, Stephen King",28412,25441,12736,2307,946,881,704,Paperback,English,1412598,,1985,0452277752,Plume Books,http://images.amazon.com/images/P/0452277752.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0452277752.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0452277752.01.LZZZZZZZ.jpg
10620,Misery,"Stephen King, María Mir",231268,186711,84387,16799,6787,13977,368,Paperback,Spanish,3230869,,1987,074323359X,Fireside,http://images.amazon.com/images/P/074323359X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/074323359X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/074323359X.01.LZZZZZZZ.jpg
10613,Night Shift,Stephen King,52413,56366,35127,5764,1397,3723,326,Paperback,English,2454497,,1978,0451170113,Signet Book,http://images.amazon.com/images/P/0451170113.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451170113.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451170113.01.LZZZZZZZ.jpg
10631,Sam Walton: Made In America,"Sam Walton, John Huey",8919,6741,3274,924,618,856,346,Paperback,English,13270,,1992,0553562835,Bantam Books,http://images.amazon.com/images/P/0553562835.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553562835.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553562835.01.LZZZZZZZ.jpg
10622,Carrie,Stephen King,185292,198832,129925,25848,7098,15279,253,Mass Market Paperback,English,1552134,,1974,0671039725,Pocket,http://images.amazon.com/images/P/0671039725.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671039725.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671039725.01.LZZZZZZZ.jpg
10624,"Four Past Midnight: Featuring ""The Langoliers""",Stephen King,30001,38448,25579,4147,849,1627,761,Mass Market Paperback,English,1733095,,1990,0451185978,New Amer Library,http://images.amazon.com/images/P/0451185978.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451185978.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451185978.01.LZZZZZZZ.jpg
10656,Next: The Future Just Happened,Michael   Lewis,299,666,584,94,18,131,240,Paperback,English,2467884,,2001,0393323528,W. W. Norton &amp; Company,http://images.amazon.com/images/P/0393323528.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0393323528.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0393323528.01.LZZZZZZZ.jpg
10662,The Ends of the Earth: A Journey to the Frontiers of Anarchy,Robert D. Kaplan,523,573,224,45,14,84,496,Paperback,English,733826,,1996,0679751238,Vintage Books USA,http://images.amazon.com/images/P/0679751238.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679751238.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679751238.01.LZZZZZZZ.jpg
10711,God Knows,Joseph Heller,966,1158,906,239,80,207,368,Paperback,English,1694433,,1984,0684841258,Simon &amp; Schuster,http://images.amazon.com/images/P/0684841258.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684841258.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684841258.01.LZZZZZZZ.jpg
10712,Picture This,Joseph Heller,355,487,401,133,43,104,352,Paperback,English,260962,,1988,0684868199,Simon &amp; Schuster,http://images.amazon.com/images/P/0684868199.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684868199.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684868199.01.LZZZZZZZ.jpg
10718,Something Happened,Joseph Heller,1696,2186,2095,917,391,559,576,Paperback,English,2703812,,1974,0684841215,Simon &amp; Schuster,http://images.amazon.com/images/P/0684841215.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684841215.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684841215.01.LZZZZZZZ.jpg
10714,Good as Gold,Joseph Heller,391,938,1175,421,92,138,445,Paperback,English,13348,,1979,0684839741,Simon &amp; Schuster,http://images.amazon.com/images/P/0684839741.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684839741.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684839741.01.LZZZZZZZ.jpg
10739,The Moviegoer,Walker Percy,6271,8781,6778,2641,844,2092,242,Paperback,English,1209450,,1961,0375701966,Vintage Books USA,http://images.amazon.com/images/P/0375701966.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375701966.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375701966.01.LZZZZZZZ.jpg
10750,Wicked: The Life and Times of the Wicked Witch of the West,"Gregory Maguire, Douglas Smith",150429,171059,144634,71173,43898,24736,409,Paperback,English,1479280,The Wicked Years,1995,0060745908,Regan Books,http://images.amazon.com/images/P/0060745908.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060745908.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060745908.01.LZZZZZZZ.jpg
10767,Merde!: The Real French You Were Never Taught at School,"Geneviève, Michael    Heath",66,85,52,8,2,15,112,Paperback,English,13397,,1984,0684854279,Fireside,http://images.amazon.com/images/P/0684854279.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684854279.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684854279.01.LZZZZZZZ.jpg
10780,Hemingway: The Paris Years,Michael S. Reynolds,224,222,88,14,6,44,402,Paperback,English,13410,Reynolds' Hemingway,1989,0393318796,W.W. Norton &amp; Company,http://images.amazon.com/images/P/0393318796.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0393318796.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0393318796.01.LZZZZZZZ.jpg
10787,The Hemingway Women: Those Who Love Him - The Wives And Others,Bernice Kert,110,156,39,9,0,39,556,Paperback,English,13417,,1985,0393318354,W. W. Norton &amp; Company,http://images.amazon.com/images/P/0393318354.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0393318354.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0393318354.01.LZZZZZZZ.jpg
10789,Hemingway: A Biography,Jeffrey Meyers,70,95,49,3,4,19,644,Paperback,English,13419,,1982,0306808900,Da Capo Press,http://images.amazon.com/images/P/0306808900.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0306808900.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0306808900.01.LZZZZZZZ.jpg
10797,A Farewell to Arms,Ernest Hemingway,77986,100220,65020,20512,7807,10111,336,Paperback,English,4652599,,1929,0684174693,Simon Schuster Trade,http://images.amazon.com/images/P/0684174693.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684174693.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684174693.01.LZZZZZZZ.jpg
10802,Beyond the Hundredth Meridian: John Wesley Powell and the Second Opening of the West,"Wallace Stegner, Bernard DeVoto",1289,1304,640,163,32,304,438,Paperback,English,1471640,,1954,0140159940,Penguin Books,http://images.amazon.com/images/P/0140159940.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140159940.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140159940.01.LZZZZZZZ.jpg
10801,The Big Rock Candy Mountain,Wallace Stegner,3011,2859,1133,230,81,857,563,Paperback,English,1105171,,1943,0140139397,Penguin Books,http://images.amazon.com/images/P/0140139397.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140139397.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140139397.01.LZZZZZZZ.jpg
10805,All the Little Live Things,Wallace Stegner,1155,1301,502,116,27,425,345,Paperback,English,949594,,1967,0140154418,Penguin Books,http://images.amazon.com/images/P/0140154418.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140154418.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140154418.01.LZZZZZZZ.jpg
10814,Here Is New York,"E.B. White, Roger Angell, Barbara Cohen, Judith Stonehill",3581,2119,834,192,97,674,58,Hardcover,English,13435,,1948,1892145022,Little Bookroom,http://images.amazon.com/images/P/1892145022.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1892145022.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1892145022.01.LZZZZZZZ.jpg
10836,Che Guevara: A Revolutionary Life,"Jon Lee Anderson, José Hernández, Leena Nivala",8418,7060,3411,858,668,710,814,Paperback,English,3455,,1997,0802135587,Grove/Atlantic,http://images.amazon.com/images/P/0802135587.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0802135587.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0802135587.01.LZZZZZZZ.jpg
10853,In Search of Captain Zero: A Surfer's Road Trip Beyond the End of the Road,Allan C. Weisbecker,924,882,409,197,117,176,352,Paperback,English,13461,,2001,1585421774,Jeremy P. Tarcher,http://images.amazon.com/images/P/1585421774.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1585421774.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1585421774.01.LZZZZZZZ.jpg
10863,Pipe Dream (Strivers Row),Solomon Jones,67,52,21,17,4,18,341,Paperback,English,13471,,2001,0375756604,Villard Books,http://images.amazon.com/images/P/0375756604.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375756604.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375756604.01.LZZZZZZZ.jpg
10880,"The Proud Highway: Saga of a Desperate Southern Gentleman, 1955-1967","Hunter S. Thompson, Douglas Brinkley",1324,1284,602,93,14,141,720,Paperback,English,880002,The Fear and Loathing Letters,1997,0345377966,Ballantine Books,http://images.amazon.com/images/P/0345377966.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345377966.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345377966.01.LZZZZZZZ.jpg
10877,Generation of Swine: Tales of Shame and Degradation in the '80's,Hunter S. Thompson,1543,2667,2070,409,41,225,336,Paperback,English,905497,The Gonzo Papers,1988,0743250443,Simon &amp; Schuster,http://images.amazon.com/images/P/0743250443.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743250443.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743250443.01.LZZZZZZZ.jpg
10890,Traveling Mercies: Some Thoughts on Faith,Anne Lamott,18558,16127,6967,1649,711,2500,275,Paperback,English,14837,,1999,0385496095,Anchor Books/Doubleday,http://images.amazon.com/images/P/0385496095.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385496095.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385496095.01.LZZZZZZZ.jpg
10912,Picture Perfect,Jodi Picoult,10458,18002,19218,5828,1500,3109,369,Paperback,English,3349571,,1995,0425185508,Berkley Publishing Group,http://images.amazon.com/images/P/0425185508.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425185508.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425185508.01.LZZZZZZZ.jpg
10910,Mercy,Jodi Picoult,10457,16550,15669,5277,1692,3141,400,Paperback,English,3349593,,1996,0743422449,Washington Square Press,http://images.amazon.com/images/P/0743422449.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743422449.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743422449.01.LZZZZZZZ.jpg
10908,Harvesting the Heart,Jodi Picoult,9784,16281,15271,4614,1207,3030,453,Paperback,English,1069959,,1993,0140230270,Penguin Books,http://images.amazon.com/images/P/0140230270.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140230270.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140230270.01.LZZZZZZZ.jpg
10914,Songs of the Humpback Whale,Jodi Picoult,4544,7507,10885,5581,2292,2205,346,Paperback,English,1074034,,1992,0743431014,Washington Square Press,http://images.amazon.com/images/P/0743431014.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743431014.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743431014.01.LZZZZZZZ.jpg
10915,Salem Falls,Jodi Picoult,19019,29388,20683,4316,938,3546,434,Paperback,English,3349637,,2001,0743418719,Washington Square Press,http://images.amazon.com/images/P/0743418719.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743418719.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743418719.01.LZZZZZZZ.jpg
10979,Light in August,William Faulkner,20272,20470,11411,3802,1927,2587,507,Paperback,English,1595500,,1932,0679732268,Vintage Books USA,http://images.amazon.com/images/P/0679732268.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679732268.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679732268.01.LZZZZZZZ.jpg
10982,Selected Short Stories,William Faulkner,474,487,226,51,13,90,320,Hardcover,English,801552,,1956,0679424784,Modern Library,http://images.amazon.com/images/P/0679424784.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679424784.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679424784.01.LZZZZZZZ.jpg
10974,As I Lay Dying,"William Faulkner, E.L. Doctorow",42446,45444,31613,13604,7823,7822,231,Hardcover,English,481854,,1930,0375504524,Modern Library,http://images.amazon.com/images/P/0375504524.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375504524.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375504524.01.LZZZZZZZ.jpg
10984,Three Famous Short Novels: Spotted Horses Old Man the Bear,William Faulkner,547,587,386,128,53,149,320,Paperback,English,13566,,1958,0394701496,Vintage Books USA,http://images.amazon.com/images/P/0394701496.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0394701496.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0394701496.01.LZZZZZZZ.jpg
10988,Drums of Autumn,Diana Gabaldon,111918,71131,26861,4685,1867,8384,904,Paperback,English,3123704,Outlander,1996,0385335989,Delta,http://images.amazon.com/images/P/0385335989.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385335989.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385335989.01.LZZZZZZZ.jpg
10987,Voyager,Diana Gabaldon,145578,84586,30069,5128,2241,11227,870,Paperback,English,1131570,Outlander,1993,0385335997,Delta,http://images.amazon.com/images/P/0385335997.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385335997.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385335997.01.LZZZZZZZ.jpg
10985,The Town,William Faulkner,579,612,259,47,21,102,371,Paperback,English,13567,The Snopes Trilogy,1957,0394701844,Vintage Books USA,http://images.amazon.com/images/P/0394701844.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0394701844.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0394701844.01.LZZZZZZZ.jpg
10989,"The Outlandish Companion: Companion to Outlander, Dragonfly in Amber, Voyager, and Drums of Autumn",Diana Gabaldon,5788,4139,2988,582,119,601,577,Hardcover,English,1451242,The Outlandish Companions,1999,0385324138,Delacorte Press,http://images.amazon.com/images/P/0385324138.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385324138.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385324138.01.LZZZZZZZ.jpg
10996,Your Eight Year Old: Lively and Outgoing,"Louise Bates Ames, Frances L. Ilg, Carol C. Haber, Betty David",79,100,79,13,7,37,160,Paperback,English,13573,,1989,0440506816,Dell Publishing Company,http://images.amazon.com/images/P/0440506816.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440506816.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440506816.01.LZZZZZZZ.jpg
10993,The Eight,Katherine Neville,13428,13365,7674,2584,1163,2749,624,Paperback,English,268923,The Eight,1988,0345419081,Ballantine Books,http://images.amazon.com/images/P/0345419081.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345419081.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345419081.01.LZZZZZZZ.jpg
11012,Dubliners,"James Joyce, Jeri Johnson",38192,46621,30894,8871,3010,6192,207,Paperback,English,260248,,1914,0192839993,Oxford University Press,http://images.amazon.com/images/P/0192839993.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0192839993.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0192839993.01.LZZZZZZZ.jpg
11019,Jane Eyre,"Charlotte Brontë, Richard J. Dunn",782168,523036,266237,79532,44575,44954,534,Paperback,English,2977639,,1847,0393975428,W.W. Norton &amp; Company,http://images.amazon.com/images/P/0393975428.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0393975428.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0393975428.01.LZZZZZZZ.jpg
11033,The Seville Communion,"Arturo Pérez-Reverte, Sonia Soto",1359,2612,2103,512,135,397,375,Paperback,English,52761,,1995,0156029812,Harvest Books,http://images.amazon.com/images/P/0156029812.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0156029812.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0156029812.01.LZZZZZZZ.jpg
11031,The Flanders Panel,"Arturo Pérez-Reverte, Margaret Jull Costa",4913,7567,4987,1412,336,1002,295,Paperback,English,1248065,,1990,0156029588,Harvest Books,http://images.amazon.com/images/P/0156029588.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0156029588.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0156029588.01.LZZZZZZZ.jpg
11036,Little Birds,Anaïs Nin,2403,3768,2830,791,279,537,148,Paperback,English,2452,,1979,0156029049,Harvest Books,http://images.amazon.com/images/P/0156029049.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0156029049.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0156029049.01.LZZZZZZZ.jpg
11038,"Henry and June: From ""A Journal of Love"": The Unexpurgated Diary of Anaïs Nin, 1931-1932",Anaïs Nin,3470,3970,2366,684,303,644,304,Paperback,English,2077879,"From ""A Journal of Love""",1986,015640057X,Harvest Books,http://images.amazon.com/images/P/015640057X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/015640057X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/015640057X.01.LZZZZZZZ.jpg
11037,"The Diary of Anaïs Nin, Vol. 2: 1934-1939","Anaïs Nin, Gunther Stuhlmann",1061,951,411,61,20,72,372,Paperback,English,6342327,The Diary of Anaïs Nin,1967,0156260263,Harvest Books,http://images.amazon.com/images/P/0156260263.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0156260263.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0156260263.01.LZZZZZZZ.jpg
11045,The Spectator Bird,Wallace Stegner,1814,2722,1273,194,51,720,214,Paperback,English,949595,,1976,0140139400,Penguin Books,http://images.amazon.com/images/P/0140139400.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140139400.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140139400.01.LZZZZZZZ.jpg
11043,House of Incest,"Anaïs Nin, Val Telberg",768,821,591,207,84,253,72,Paperback,English,995857,,1915,0804001480,Swallow Press,http://images.amazon.com/images/P/0804001480.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0804001480.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0804001480.01.LZZZZZZZ.jpg
11044,"The Diary of Anaïs Nin, Vol. 3: 1939-1944","Anaïs Nin, Gunther Stuhlmann",695,580,282,41,12,46,348,Paperback,English,6342328,The Diary of Anaïs Nin,1969,0156260271,Harvest Books,http://images.amazon.com/images/P/0156260271.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0156260271.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0156260271.01.LZZZZZZZ.jpg
11071,Relatos de lo inesperado,"Roald Dahl, Carmelina Payá, Antonio Samons",4024,3980,1623,264,51,543,320,Paperback,Spanish,326019,Roald Dahl's Tales of the Unexpected,1979,8433920863,Anagrama,http://images.amazon.com/images/P/8433920863.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8433920863.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8433920863.01.LZZZZZZZ.jpg
11077,The Sex Lives of Cannibals: Adrift in the Equatorial Pacific,J. Maarten Troost,6484,8672,5244,1318,475,2294,272,Paperback,English,713460,,2003,0767915305,Broadway,http://images.amazon.com/images/P/0767915305.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0767915305.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0767915305.01.LZZZZZZZ.jpg
11101,First Comes Love,Christie Ridgway,294,438,296,64,27,52,384,Paperback,English,13658,"Hot Water, California",2002,0380818957,Avon,http://images.amazon.com/images/P/0380818957.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380818957.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380818957.01.LZZZZZZZ.jpg
10969,Dragonfly in Amber,Diana Gabaldon,153177,99368,37315,7031,2197,15370,743,Hardcover,English,2866304,Outlander,1992,0385302312,Delacorte Press,http://images.amazon.com/images/P/0385302312.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385302312.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385302312.01.LZZZZZZZ.jpg
11121,Gulliver's Travels,"Jonathan Swift, Robert A. Greenberg",49318,78788,79624,24422,7378,5788,432,Paperback,English,2394716,,1726,0393099415,W. W. Norton &amp; Company,http://images.amazon.com/images/P/0393099415.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0393099415.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0393099415.01.LZZZZZZZ.jpg
11138,Mere Christianity,C.S. Lewis,181669,82436,34629,10211,7924,8994,191,Paperback,English,801500,,1942,0684823780,Simon &amp; Schuster,http://images.amazon.com/images/P/0684823780.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684823780.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684823780.01.LZZZZZZZ.jpg
11137,Mere Christianity,"C.S. Lewis, Kathleen Norris",181670,82437,34629,10211,7924,8994,227,Paperback,English,801500,,1942,0060652926,Harper SanFrancisco,http://images.amazon.com/images/P/0060652926.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060652926.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060652926.01.LZZZZZZZ.jpg
11149,The Screwtape Letters,C.S. Lewis,176686,104200,47067,13381,7682,11970,224,Hardcover,English,2920952,,1942,0060652896,Harper SanFrancisco,http://images.amazon.com/images/P/0060652896.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060652896.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060652896.01.LZZZZZZZ.jpg
11154,The Screwtape Letters/Book & Study Guide,C.S. Lewis,176686,104200,47067,13381,7682,11970,172,Paperback,English,2920952,,1942,0800783360,Baker Pub Group,http://images.amazon.com/images/P/0800783360.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0800783360.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0800783360.01.LZZZZZZZ.jpg
11161,"The Trial of God: (as it was held on February 25, 1649, in Shamgorod)","Elie Wiesel, Robert McAfee Brown, Matthew Fox",467,397,184,48,14,97,208,Paperback,English,13689,,1979,0805210539,Schocken,http://images.amazon.com/images/P/0805210539.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0805210539.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0805210539.01.LZZZZZZZ.jpg
11162,Summer for the Gods: The Scopes Trial and America's Continuing Debate Over Science and Religion,"Edward J. Larson, Brian Troxell",578,770,456,116,31,180,318,Paperback,English,3584,,1997,0674854292,Harvard University Press,http://images.amazon.com/images/P/0674854292.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0674854292.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0674854292.01.LZZZZZZZ.jpg
11157,Four Mothers,"Shifra Horn, Dalya Bilu",87,135,107,32,8,54,276,Paperback,English,13685,,1996,0312263236,Picador USA,http://images.amazon.com/images/P/0312263236.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312263236.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312263236.01.LZZZZZZZ.jpg
11174,All Rivers Run to the Sea,Elie Wiesel,477,393,174,45,20,82,464,Paperback,English,2834415,The Memoirs,1994,0805210288,Schocken Books,http://images.amazon.com/images/P/0805210288.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0805210288.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0805210288.01.LZZZZZZZ.jpg
11184,"Bold Land, Bold Love",Connie Mason,102,77,73,20,10,19,469,Paperback,English,13711,Australian Trilogy,1989,0505522748,Love Spell,http://images.amazon.com/images/P/0505522748.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0505522748.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0505522748.01.LZZZZZZZ.jpg
11204,Something to Declare,Julia Alvarez,259,329,194,30,4,64,300,Paperback,English,13731,,1998,0452280672,Plume Books,http://images.amazon.com/images/P/0452280672.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0452280672.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0452280672.01.LZZZZZZZ.jpg
11229,"The Sea, The Sea","Iris Murdoch, Mary Kinzie",5654,6304,3522,1054,404,1322,528,Paperback,English,1410491,,1978,014118616X,Penguin Books,http://images.amazon.com/images/P/014118616X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/014118616X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/014118616X.01.LZZZZZZZ.jpg
11225,One Flew Over the Cuckoo's Nest,Ken Kesey,286764,239014,96220,20465,7944,11697,272,Paperback,English,2100252,,1962,0451137094,Signet Book,http://images.amazon.com/images/P/0451137094.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451137094.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451137094.01.LZZZZZZZ.jpg
11226,One Flew over the Cuckoo's Nest,Ken Kesey,286764,239014,96220,20465,7944,11697,272,Paperback,English,2100252,,1962,0451143426,Signet Book,http://images.amazon.com/images/P/0451143426.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451143426.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451143426.01.LZZZZZZZ.jpg
11235,The Unicorn,Iris Murdoch,525,962,788,240,73,271,270,Paperback,English,1294,,1963,014002476X,Penguin Books,http://images.amazon.com/images/P/014002476X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/014002476X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/014002476X.01.LZZZZZZZ.jpg
11234,A Fairly Honourable Defeat,"Iris Murdoch, Peter Reed",547,774,398,97,22,186,432,Paperback,English,816348,,1970,0141186178,Penguin Books,http://images.amazon.com/images/P/0141186178.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0141186178.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0141186178.01.LZZZZZZZ.jpg
11240,Bruno's Dream,Iris Murdoch,201,390,248,55,16,95,320,Paperback,English,13754,,1969,0140031766,Penguin USA,http://images.amazon.com/images/P/0140031766.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140031766.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140031766.01.LZZZZZZZ.jpg
11253,A Severed Head,Iris Murdoch,1021,1870,1284,342,80,459,204,Paperback,English,1410446,,1961,0140020039,Penguin Books,http://images.amazon.com/images/P/0140020039.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140020039.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140020039.01.LZZZZZZZ.jpg
